TRANSTEXT 9.0
PRIMARY_LANGID 5
English Text	Translated Text	Item Type
"Stickies|Stickies*.exe||"	"Stickies|Stickies*.exe||"	"text"
"Stop Tracking"	"Zastavit sledování"	"text"
"Straight line connections"	"Přímé spojnice"	"combobox"
"Strike-through completed tasks"	"&Přeškrtnout dokončené úkoly"	"checkbox"
"Strikethrough"	"Přeš&krtnutí"	"menu"
  "Strikethrough"	"Přeškrtnutí"	"tooltip"
"Style"	"Styl"	"groupbox"
"Style Brush"	"Štětec stylu"	"tooltip"
"Styles"	"Styly"	"menu"
"Stylesheet"	"Šablona stylů"	"label"
"Stylesheet not found"	"Šablona stylů nebyla nalezena"	"label"
"Subject"	"Předmět"	"text"
"Subscript"	"Dolní index"	"menu"
"Subtask Completion"	"Dokončení podúkolů"	"checklistbox"
  "Subtask Completion"	""	"menu"
"Subtask of selected task"	"Podúkol vybraného úkolu"	"combobox"
"Subtasks"	"podúkoly"	"text"
"Subtasks are indented at each level with"	"Podúkoly jsou na každé úrovni odsazeny o"	"label"
"Subtract"	"Odečíst"	"combobox"
"Superscript"	"Horní index"	"menu"
"Suspend Reference Updating"	"Pozastavit aktualizaci odkazů"	"menu"
"Switch To..."	"&Přepnout na..."	"button"
"Symbol"	"Symbol"	"label"
"Symbols..."	"Symboly..."	"tooltip"
"Synchronise a task's 'Completion' to changes in its 'Status'"	"Synchronizovat 'Hotovo' úkolu se změnami jeho 'Stavu'"	"checkbox"
"Synchronised to task dates"	"Synchronizováno s daty úkolu"	"radiobutton"
"System File Required|ToDoList requires the 'Microsoft Visual C++ %d (x86) Redistributable Package' to be installed.\n\nClick 'OK' to visit the appropriate download page or 'Cancel' to quit."	"Vyžadován systémový soubor|ToDoList vyžaduje instalaci 'Microsoft Visual C++ %d (x86) Redistributable Package'.\n\nKlikněte na 'OK' pro návštěvu stránky ke stažení nebo na 'Zrušit' pro ukončení."	"text"
"tab"	"tabulátor"	"combobox"
"tab-stops"	"zarážky tabulátoru"	"label"
"Table"	"Tabulka"	"menu"
"Table Properties"	"Vlastnosti tabulky"	"menu"
"Table width"	"Šířka tabulky"	"label"
"Table..."	"Tabulka..."	"menu"
"Tabular"	"Tabulkový"	"radiobutton"
"Tag Frequency"	"Četnost štítků"	"combobox"
"Tags"	"Štítky"	"label"
  "Tags"	""	"combobox"
  "Tags"	""	"menu"
"Take a task's '% Complete' into account when calculating time estimates"	"Zohlednit '% hotovo' při výpočtu časových odhadů"	"checkbox"
"Target"	"Cíl"	"label"
"Task"	"Úkol"	"sysheader32"
  "Task"	"Úkol"	"label"
"Task Attribute Visibility"	"Viditelnost atributů úkolu"	"dialog"
"Task Attribute Visibility..."	"Viditelnost atributů úkolu..."	"menu"
"Task Attribute..."	"Atribut úkolu…"	"sysheader32"
"Task Attributes"	"Atributy úkolu"	"label"
"Task Colouring"	"Barvy úkolů"	"label"
"Task Comments"	"Komentáře úkolu"	"label"
  "Task Comments"	"&Komentáře k úkolu"	"menu"
"Task Completion"	"Dokončení úkolu"	"label"
"Task date not set"	"Datum úkolu není nastaveno"	"tooltip"
"Task Dependencies"	"Závislosti úkolu"	"dialog"
"Task Dependency"	"Závi&slost úkolu"	"menu"
"Task Dependency (full)"	"Závi&slost úkolu (úplná)"	"menu"
"Task Depth"	"Hloubka úkolu"	"button"
"Task Dialog"	"Dialogové okno úkolu"	"menu"
"Task Formatting"	"Formátování úkolu"	"label"
"Task ID"	"ID úkolu"	"combobox"
  "Task ID"	"&ID úkolu"	"menu"
"Task ID / Parent ID"	"ID úkolu / ID nadřazeného"	"checklistbox"
"Task Link"	"Odkaz na úkol"	"menu"
"Task Link (full)"	"Odkaz na úkol (úplný)"	"menu"
"Task Matches"	"Shody úkolů"	"sysheader32"
"Task Not Found"	"Úkol nebyl nalezen"	"text"
"Task Occurs"	"Výskyt úkolu"	"groupbox"
"Task Path"	"Ces&ta k úkolu"	"menu"
"Task Reminders"	"Připomínky úkolů"	"dialog"
"Task Reminders (%d)"	"Připomínky úkolů (%d)"	"dialog"
"Task Title"	"&Název úkolu"	"menu"
"Task title"	"Název úkolu"	"label"
"Task Tree"	"Strom úkolů"	"menu"
  "Task Tree"	""	"systabcontrol32"
"Task View"	"Zobrazení úkolů"	"radiobutton"
"Task View %d"	"Zobrazení úkolů %d"	"menu"
"Task View Font"	"Písmo zobrazení úkolů"	"menu"
"Task View Tab Bar"	"Lišta karet zobrazení"	"menu"
"Task View Visibility"	"Viditelnost zobrazení úkolů"	"menu"
"Task Visibility"	"Viditelnost úkolu"	"groupbox"
"Task/Attribute Selection"	"Výběr úkolů/atributů"	"label"
"Tasklist"	"Seznam úkolů"	"label"
"Tasklist could not be printed"	"Seznam úkolů se nepodařilo vytisknout"	"text"
"Tasklist File Title"	"Název souboru seznamu"	"menu"
"Tasklist file version"	"Verze souboru seznamu"	"text"
"Tasklist Filename"	"Název souboru seznamu"	"menu"
"Tasklist Folder"	"Složka seznamu úkolů"	"menu"
"Tasklist font"	"&Písmo seznamu úkolů"	"checkbox"
"Tasklist Pathname"	"Cesta seznamu úkolů"	"menu"
"Tasklist Tab Bar"	"Lišta karet seznamů"	"label"
  "Tasklist Tab Bar"	""	"menu"
"Tasklist Tab Colour"	"Barva karty seznamu"	"menu"
"Tasklists"	"Seznamy úkolů"	"combobox"
"Tasks"	"Úkoly"	"groupbox"
"Tasks Not Started"	"Nezahájené úkoly"	"text"
"Tasks>Attribute Calculations"	"Úkoly>Výpočty atributů"	"text"
"Tasks>Defaults"	"Úkoly>Výchozí"	"text"
"Tasks>Defaults>Dynamic Droplists"	"Úkoly>Výchozí>Dynamické seznamy"	"text"
"Tasks>Defaults>Inheritable Attributes"	"Úkoly>Výchozí>Dědičné atributy"	"text"
"Tasks>Defaults>Task Attributes"	"Úkoly>Výchozí>Atributy úkolů"	"text"
"Tasks>Time Periods"	"Úkoly>Časové úseky"	"text"
"Tasks>Time Tracking"	"Úkoly>Sledování času"	"text"
"Test Tool"	"&Testovací nástroj"	"button"
"Text"	"Text"	"groupbox"
  "Text"	""	"menu"
"Text (Multi)"	"Text (víceřádkový)"	"groupbox"
"Text (Single)"	"Text (jednořádkový)"	"groupbox"
"Text Alignment"	"Zarovnání textu"	"label"
"Text Colour"	"Barva textu"	"tooltip"
"Text Control"	"Ovládání textu"	"label"
"Text Files"	"Textové soubory"	"combobox"
"Text prompt"	"Textová výzva"	"text"
"The"	"Ten/Ta/To"	"radiobutton"
"The active log file was successfully anonymised.\n\nWould you like to load the anonymised version?"	"Aktivní protokol byl úspěšně anonymizován.\n\nChcete načíst anonymizovanou verzi?"	"text"
"The active tasklist"	"Aktivní seznam úkolů"	"combobox"
"the active tasklist"	"aktivní seznam úkolů"	"combobox"
"The active tasklist was successfully anonymised.\n\nWould you like to load the anonymised version?"	"Aktivní seznam úkolů byl úspěšně anonymizován.\n\nChcete načíst anonymizovanou verzi?"	"text"
"The application was successfully upgraded to the latest version."	"Aplikace byla úspěšně aktualizována na nejnovější verzi."	"text"
"The clipboard text contained no tasks which could be imported."	"Text ve schránce neobsahoval žádné úkoly k importu."	"text"
"The clipboard text does not have a recognised format."	"Text ve schránce nemá rozpoznaný formát."	"text"
"the Close button is selected"	"je vybráno tlačítko Zavřít"	"combobox"
"the computer is hibernated or in stand-by"	"počítač je v režimu spánku nebo hibernace"	"checkbox"
"The confirmation did not match the password.\n\nPlease try again."	"Potvrzení se neshoduje s heslem.\n\nZkuste to prosím znovu."	"text"
"The earlier of the task's 'Due' (or 'Completion') date and 'Today'"	"Dřívější z dat 'Termín' (nebo 'Dokončení') a 'Dnes'"	"radiobutton"
"The earliest of its due date and all its subtasks' due dates"	"Nejbližší z jeho termínu a termínů všech podúkolů"	"radiobutton"
"The earliest of its start date and all its subtasks' start dates"	"Nejbližší z jeho data zahájení a zahájení všech podúkolů"	"radiobutton"
"The exported content could not be saved to '%s'"	"Exportovaný obsah nebylo možné uložit do '%s'"	"text"
"The file '%s' could not be imported into the registry.\n\nPlease check that it is a valid preference file and try again."	"Soubor '%s' nebylo možné importovat do registru.\n\nZkontrolujte prosím, zda se jedná o platný soubor nastavení, a zkuste to znovu."	"text"
"The file '%s' does not have a recognised format."	"Soubor '%s' nemá rozpoznaný formát."	"text"
"The file '%s' has been modified outside of ToDoList."	"Soubor '%s' byl změněn mimo ToDoList."	"text"
"The file '%s' is read-only.\n\nPlease select another filename"	"Soubor '%s' je pouze pro čtení.\n\nVyberte prosím jiný název souboru."	"text"
"The following days represent the weekend"	"Následující dny představují víkend"	"label"
"The following files will be be overwritten by the export"	"Následující soubory budou exportem přepsány"	"text"
"The following task has been tracked for %d minutes:\n\n%s: %s"	"Následující úkol byl sledován po dobu %d minut:\n\n%s: %s"	"text"
"The following tasklists have been checked in:\n\n%s"	"Následující seznamy byly uvolněny (Checked in):\n\n%s"	"text"
"The following tasklists have been checked out:\n\n%s"	"Následující seznamy byly uzamčeny (Checked out):\n\n%s"	"text"
"The following tasklists have been reloaded:\n\n%s"	"Následující seznamy byly znovu načteny:\n\n%s"	"text"
"The following tasks are due by the end of next month"	"Následující úkoly mají termín do konce příštího měsíce"	"text"
"The following tasks are due by the end of next week"	"Následující úkoly mají termín do konce příštího týdne"	"text"
"The following tasks are due by the end of this month"	"Následující úkoly mají termín do konce tohoto měsíce"	"text"
"The following tasks are due by the end of this week"	"Následující úkoly mají termín do konce tohoto týdne"	"text"
"The following tasks are due today"	"Následující úkoly mají termín dnes"	"text"
"The following tasks are due tomorrow"	"Následující úkoly mají termín zítra"	"text"
"The keyboard shortcut you have just used is now reserved for use by ToDoList.\n\nWould you like to change it to something else?"	"Klávesová zkratka, kterou jste právě použili, je nyní rezervována pro ToDoList.\n\nChcete ji změnit na jinou?"	"text"
"The later of the task's 'Start' date and 'Today'"	"Pozdější z dat 'Zahájení' a 'Dnes'"	"radiobutton"
"The latest of its due date and all its subtasks' due dates"	"Nejvzdálenější z jeho termínu a termínů všech podúkolů"	"radiobutton"
"The latest of its start date and all its subtasks' start dates"	"Nejvzdálenější z jeho data zahájení a zahájení všech podúkolů"	"radiobutton"
"The log file could not be loaded."	"Soubor protokolu nebylo možné načíst."	"text"
"The log file could not be updated."	"Soubor protokolu nebylo možné aktualizovat."	"text"
"the Minimise button is selected"	"je vybráno tlačítko Minimalizovat"	"combobox"
"the Minimise or Close button is selected"	"je vybráno tlačítko Minimalizovat nebo Zavřít"	"combobox"
"The output path '%s' could not be created.\n\nPlease specify an alternative location."	"Výstupní cestu '%s' nebylo možné vytvořit.\n\nZadejte prosím jiné umístění."	"text"
"The requested image was too large to be created.\n\nTry zooming out or otherwise reducing the extents of the tasks to be rendered."	"Požadovaný obrázek byl příliš velký.\n\nZkuste zmenšit přiblížení nebo omezit rozsah vykreslovaných úkolů."	"text"
"The selected file could not be opened.\n\nPlease check that the file exists and that there is an application \nregistered for opening the selected file type."	"Vybraný soubor nebylo možné otevřít.\n\nZkontrolujte prosím, zda soubor existuje a zda je pro daný typ souboru v systému \nregistrována příslušná aplikace."	"text"
"The selected folder contains no items"	"Vybraná složka neobsahuje žádné položky"	"text"
"The selected preference file contains no tools.\n\nWould you like to try an alternative preference file?"	"Vybraný soubor nastavení neobsahuje žádné nástroje.\n\nChcete zkusit jiný soubor nastavení?"	"text"
"The selected task contains one or more uncompleted subtasks.\n\nWould you also like to set those subtasks to be completed?"	"Vybraný úkol obsahuje jeden nebo více nedokončených podúkolů.\n\nChcete tyto podúkoly také označit jako dokončené?"	"text"
"The selected task has circular dependencies that must be resolved before it can be completed."	"Vybraný úkol má cyklické závislosti, které musí být vyřešeny před dokončením."	"text"
"The selected task is dependent on another task that must be completed first.\n\nWould you like to view the dependency?"	"Vybraný úkol závisí na jiném úkolu, který musí být dokončen jako první.\n\nChcete zobrazit tuto závislost?"	"text"
"The selected task's comments had no spelling errors"	"Komentáře vybraného úkolu neobsahují pravopisné chyby"	"text"
"The selected task's title had no spelling errors"	"Název vybraného úkolu neobsahuje pravopisné chyby"	"text"
"The selected tasklist did not contain any custom attributes."	"Vybraný seznam úkolů neobsahuje žádné vlastní atributy."	"text"
"The selected tasks have no dependents."	"Na vybraných úkolech nezávisí žádné jiné úkoly."	"text"
"The selected tasks have no references."	"Vybrané úkoly nemají žádné odkazy."	"text"
"The selected tasks include no task references."	"Vybrané úkoly neobsahují žádné odkazy na úkoly."	"text"
"The status of the file '%s' has changed \nfrom 'read-only' to 'writable'."	"Stav souboru '%s' se změnil \nz 'pouze pro čtení' na 'pro zápis'."	"text"
"The status of the file '%s' has changed \nfrom 'writable' to 'read-only'."	"Stav souboru '%s' se změnil \nz 'pro zápis' na 'pouze pro čtení'."	"text"
"the task is not selected"	"úkol není vybrán"	"checkbox"
"The task's 'Creation' date"	"Datum vytvoření úkolu"	"radiobutton"
"The task's 'Due' (or 'Completion') date"	"Termín (nebo datum dokončení) úkolu"	"radiobutton"
"The task's 'Start' date"	"Datum zahájení úkolu"	"radiobutton"
"The tasklist '%s' contained specific characters that could not be saved. Typically these will be found in a task's comments having been copied and pasted from another application.\n\nYou will need to remove these characters before you can save your tasklist."	"Seznam úkolů '%s' obsahoval znaky, které nebylo možné uložit. Obvykle se nacházejí v komentářích úkolu po zkopírování z jiné aplikace.\n\nTyto znaky musíte před uložením seznamu odstranit."	"text"
"The tasklist '%s' could not be decrypted using the provided password.\n\nWould you like to try again?"	"Seznam úkolů '%s' se nepodařilo dešifrovat pomocí zadaného hesla.\n\nChcete to zkusit znovu?"	"text"
"The tasklist '%s' could not be found. \n\nPlease check that the full path has been provided and is correct."	"Seznam úkolů '%s' nebyl nalezen. \n\nZkontrolujte prosím, zda byla zadána úplná a správná cesta."	"text"
"The tasklist '%s' has been encrypted.\n\nPlease enter the required password below."	"Seznam úkolů '%s' byl zašifrován.\n\nZadejte prosím níže potřebné heslo."	"text"
"The tasklist '%s' has been modified \nsince you opened it or last saved your changes.\n\nIf you continue you will overwrite those changes.\n\nAre you sure you want to proceed?"	"Seznam úkolů '%s' byl od vašeho otevření nebo posledního uložení změněn.\n\nPokud budete pokračovat, tyto změny přepíšete.\n\nOpravdu chcete pokračovat?"	"text"
"The tasklist '%s' is password protected.\n\nPlease enter the required password below."	"Seznam úkolů '%s' je chráněn heslem.\n\nZadejte prosím níže potřebné heslo."	"text"
"the tasklist containing the task is not active"	"seznam úkolů obsahující úkol není aktivní"	"checkbox"
"The tasklist you are adding to is an archive. Are you sure this is your intention?"	"Seznam úkolů, do kterého přidáváte, je archiv. Opravdu to tak chcete?"	"text"
"The tasklist you are deleting from is an archive. Are you sure this is your intention?"	"Seznam úkolů, ze kterého mažete, je archiv. Opravdu to tak chcete?"	"text"
"The tasks %s have circular dependencies that must be resolved before they can be completed."	"Úkoly %s mají cyklické závislosti, které musí být vyřešeny před jejich dokončením."	"text"
"The text '%s' was not found in any task or comment."	"Text '%s' nebyl nalezen v žádném úkolu ani komentáři."	"text"
"The tool '%s' could not be found.\n\nPlease check that it has not been moved or deleted and try again."	"Nástroj '%s' nebyl nalezen.\n\nZkontrolujte prosím, zda nebyl přesunut nebo smazán, a zkuste to znovu."	"text"
"The tool '%s' could not be run.\n\nPlease check you have the required access rights and try again."	"Nástroj '%s' nebylo možné spustit.\n\nZkontrolujte prosím, zda máte potřebná přístupová práva, a zkuste to znovu."	"text"
"The uninstaller could not be run at this time.\n\nIf this was due to Windows SmartScreen, you may need to temporarily disable SmartScreen before trying again."	"Odinstalační program nelze nyní spustit.\n\nPokud je to kvůli Windows SmartScreen, možná jej budete muset dočasně vypnout a zkusit to znovu."	"text"
"The uninstaller could not be run at this time.\n\nPlease try again after your next reboot."	"Odinstalační program nelze nyní spustit.\n\nZkuste to prosím znovu po restartu počítače."	"text"
"The updater could not be run at this time.\n\nIf this was due to Windows SmartScreen, you may need to temporarily disable SmartScreen before trying again."	"Aktualizační program nelze nyní spustit.\n\nPokud je to kvůli Windows SmartScreen, možná jej budete muset dočasně vypnout a zkusit to znovu."	"text"
"The updater could not be run at this time.\n\nPlease try again after your next reboot."	"Aktualizační program nelze nyní spustit.\n\nZkuste to prosím znovu po restartu počítače."	"text"
"The updater is missing from the installation folder.\n\nWould you like to try downloading the update file manually?"	"V instalační složce chybí aktualizační program.\n\nChcete zkusit stáhnout aktualizační soubor ručně?"	"text"
"The updater was unable to detect an active Internet connection."	"Aktualizační program nemohl zjistit aktivní připojení k internetu."	"text"
"The user cancelled"	"Uživatel akci zrušil"	"text"
"The version of ToDoList specified in the tool (%d.%d) must be the same as the version of the running application (%d.%d)."	"Verze ToDoListu zadaná v nástroji (%d.%d) musí být stejná jako verze spuštěné aplikace (%d.%d)."	"text"
"Theme Files"	"Soubory motivů"	"text"
"Then by"	"Poté podle"	"label"
"There are no tasks matching the selected filter"	"Žádné úkoly neodpovídají vybranému filtru"	"text"
"There are no updates available at this time."	"V tuto chvíli nejsou k dispozici žádné aktualizace."	"text"
"There is an earlier version of ToDoList already running.\n\nTo run the more recent version, you will need to close the earlier version first and then retry."	"Již běží starší verze ToDoListu.\n\nChcete-li spustit novější verzi, musíte nejprve zavřít tu starší."	"text"
"There is currently no tasklist information which can be removed from your ini file."	"V souboru INI nejsou momentálně žádné informace o seznamech úkolů, které by bylo možné odstranit."	"text"
"There was a problem accessing the dragged or copied files.\n\nPlease re-copy the files and perform the operation again."	"Při přístupu k přetahovaným nebo kopírovaným souborům došlo k chybě.\n\nZkuste prosím soubory zkopírovat znovu."	"text"
"There was a problem updating ToDoList at this time.\nOften this can be a problem with file and folder permissions.\n\nWould you like to view the update log file for possible clues?"	"Při aktualizaci ToDoListu došlo k problému.\nČasto to může být způsobeno oprávněními k souborům a složkám.\n\nChcete zobrazit protokol aktualizace pro zjištění příčiny?"	"text"
"Thickness"	"Tloušťka"	"label"
"third"	"třetí"	"combobox"
"This brief wizard will help you set up the application for the first time."	"Tento krátký průvodce vám pomůže s prvním nastavením aplikace."	"text"
"This Month"	"Tento měsíc"	"radiobutton"
"This month"	"Tento měsíc"	"combobox"
"This shortcut is reserved. Please choose an alternative."	"Tato zkratka je vyhrazená. Vyberte prosím jinou."	"text"
"This task does not repeat."	"Tento úkol se neopakuje."	"label"
"This tasklist contains no tasks"	"Tento seznam úkolů neobsahuje žádné úkoly."	"text"
"This week"	"Tento týden"	"combobox"
"This Week"	"Tento týden"	"radiobutton"
"This year"	"Tento rok"	"combobox"
"This Year"	"Tento rok"	"radiobutton"
"Three (3) Equal Subtasks"	"T&ři (3) stejné podúkoly"	"menu"
"Three (3) Subtasks"	"Tři (3) podúkoly"	"menu"
"Thumbnails"	"M&iniatury"	"menu"
"Tick the boxes of the tasklists you want to delete from your ini file"	"Zaškrtněte seznamy úkolů, které chcete odstranit ze souboru INI"	"static"
"Time"	"Čas"	"label"
"Time (%s)"	"Čas (%s)"	"label"
"Time Block"	"Časový blok"	"tooltip"
"Time Est"	"Odhad času"	"text"
"Time Estimate"	"Odhad času"	"label"
  "Time Estimate"	"Odhad času"	"combobox"
  "Time Estimate"	"Časo&vý odhad"	"menu"
"Time estimate"	"Odhad času"	"label"
"Time estimate - Time spent"	"Odhad času - strávený čas"	"radiobutton"
"Time Estimate : Spent"	"Odhad času : Strávený"	"label"
"Time estimate x ( 1 - % Completion)"	"Odhad času x ( 1 - % hotovo)"	"radiobutton"
"Time Log Preferences"	"Předvolby protokolu času"	"dialog"
"Time of creation"	"Čas vytvoření"	"checkbox"
"Time of day"	"Denní doba"	"tooltip"
"Time Period"	"Časový úsek"	"groupbox"
"Time Periods"	"Časové úseky"	"label"
"Time Remaining"	"&Zbývající čas"	"menu"
"Time Series"	"Časové řady"	"combobox"
"Time spent"	"Strávený čas"	"label"
"Time Spent"	"Strávený ča&s"	"label"
  "Time Spent"	"&Strávený čas"	"menu"
  "Time Spent"	""	"combobox"
"Time Spent (Hrs)"	"Strávený čas (hod.)"	"text"
"Time Tracker"	"Sledování času"	"dialog"
"Time Tracking"	"Sledování času"	"label"
  "Time Tracking"	"Sl&edování času"	"menu"
"Time Tracking Reminder"	"Připomenutí sledování času"	"text"
"Time Units"	"Časové jednotky"	"text"
"Time-tracking"	"Sledování času"	"text"
"Timestamp Change"	"Změna časového razítka"	"text"
"Title"	"Název"	"combobox"
  "Title"	"&Název"	"label"
  "Title"	""	"menu"
"Title or Comments"	"Název nebo komentáře"	"text"
"Titles and comments"	"Názvy a komentáře"	"radiobutton"
"Titles and comments only"	"Pouze názvy a komentáře"	"radiobutton"
"Titles only"	"Pouze názvy"	"radiobutton"
"To"	"Do"	"label"
"to"	"do"	"label"
"To create a new connection you need to preselect two tasks"	"Pro vytvoření nového spojení musíte předem vybrat dva úkoly"	"text"
"Today"	"&Dnes"	"menu"
  "Today"	""	"radiobutton"
"Today's Date"	"Dnešní datum"	"menu"
"Today's date"	"Dnešní datum"	"checkbox"
"ToDoList cannot start because your preferences file is locked by another application."	"ToDoList nelze spustit, protože soubor s nastavením je uzamčen jinou aplikací."	"text"
"ToDoList has detected that some tasks have just become due.\n\nWould you like to refresh the current filter to make those tasks visible?"	"ToDoList zjistil, že některým úkolům právě vypršel termín.\n\nChcete aktualizovat filtr, aby se tyto úkoly zobrazily?"	"text"
"ToDoList has detected that some tasks have just recently started.\n\nWould you like to refresh the current filter to make those tasks visible?"	"ToDoList zjistil, že některé úkoly právě začaly.\n\nChcete aktualizovat filtr, aby se tyto úkoly zobrazily?"	"text"
"ToDoList has detected that the handler for the 'outlook:' protocol \nhas not been installed.\n\nUntil the handler is installed, 'outlook:' links will not work correctly.\n\nDo you want to install the handler now?"	"ToDoList zjistil, že není nainstalována obsluha protokolu 'outlook:'.\n\nDokud nebude nainstalována, nebudou odkazy 'outlook:' fungovat správně.\n\nChcete ji nainstalovat nyní?"	"text"
"ToDoList has the following keyboard shortcuts enabled"	"ToDoList má povoleny následující klávesové zkratky"	"label"
"ToDoList is closing tasklists and saving its settings."	"ToDoList zavírá seznamy úkolů a ukládá nastavení."	"text"
"ToDoList is freeware licensed under an <a href=%s>Eclipse Public License 1.0</a>."	"ToDoList je freeware licencovaný pod <a href=%s>Eclipse Public License 1.0</a>."	"text"
"ToDoList is saving its settings."	"ToDoList ukládá své nastavení."	"text"
"ToDoList is updating your preferences. \nPlease wait..."	"ToDoList aktualizuje vaše předvolby. \nČekejte prosím..."	"label"
"ToDoList Language Selection"	"Výběr jazyka ToDoList"	"dialog"
"ToDoList License"	"&Licence ToDoList"	"menu"
"ToDoList Pathname"	"Cesta k ToDoList"	"menu"
"ToDoList Preferences"	"Předvolby ToDoList"	"dialog"
"ToDoList Reminder"	"Připomenutí ToDoList"	"text"
"ToDoList requires version 3 or later of the msxml component.\n\nTo update your version of this component, Google for 'msxml 3.0 download', \nand follow the relevant installation instructions. Then try again."	"ToDoList vyžaduje komponentu MSXML verze 3 nebo novější.\n\nPro aktualizaci vyhledejte na Google 'msxml 3.0 download' a postupujte podle pokynů k instalaci."	"text"
"ToDoList Setup"	"Nastavení ToDoList"	"dialog"
"ToDoList supports the following commandline options"	"ToDoList podporuje následující parametry příkazového řádku"	"label"
"ToDoList was unable to connect to Outlook."	"ToDoListu se nepodařilo spojit s aplikací Outlook."	"text"
"ToDoList was unable to install the '.tdl' extension handler.\n\nYou may need to run ToDoList with administrator privileges to install the handler.\n\nOnce installed you can then revert to your original security settings."	"ToDoListu se nepodařilo zaregistrovat příponu '.tdl'.\n\nMožná bude nutné spustit ToDoList jako správce. \nPo registraci můžete zabezpečení vrátit do původního stavu."	"text"
"ToDoList was unable to install the 'tdl://' protocol handler.\n\nYou may need to run ToDoList with administrator privileges to install the handler.\n\nOnce installed you can then revert to your original security settings."	"ToDoListu se nepodařilo nainstalovat obsluhu protokolu 'tdl://'.\n\nMožná bude nutné spustit ToDoList jako správce. \nPo instalaci můžete zabezpečení vrátit do původního stavu."	"text"
"ToDoList was unable to print the active tasklist via your default  browser, which may mean that your browser does not support the 'print' command.\n\nPlease see your browser help for more information."	"ToDoListu se nepodařilo vytisknout seznam přes výchozí prohlížeč. Je možné, že prohlížeč nepodporuje příkaz k tisku.\n\nVíce informací naleznete v nápovědě prohlížeče."	"text"
"ToDoList Web Update"	"Webová aktualizace ToDoList"	"dialog"
  "ToDoList Web Update"	""	"systabcontrol32"
"ToDoList Web Update (c) AbstractSpoon"	"Webová aktualizace ToDoList (c) AbstractSpoon"	"dialog"
"ToDoList Web Updater"	"Webový aktualizátor ToDoList"	"dialog"
"ToDoList Wiki"	"ToDoList Wiki"	"menu"
"Toggle All Tasks Expanded State"	"Přepnout stav rozbalení všech úkolů"	"menu"
"Toggle between Task Tree and List View"	"P&řepnout mezi stromem a seznamem úkolů"	"menu"
"Toggle between Tasks and Comments"	"&Přepnout mezi úkoly a komentáři"	"menu"
"Toggle Checkout"	"Přepnout uzamčení (Checkout)"	"tooltip"
"Toggle Dark Mode"	"Přepnout tmavý režim"	"menu"
"Toggle Filter"	"Pře&pnout filtr"	"menu"
"Toggle Image Visibility"	"Přepnout viditelnost obrázku"	"tooltip"
"Toggle Sort Direction"	"Přepnout směr řazení"	"tooltip"
"Toggle Task Completion"	"&Přepnout stav dokončení úkolu"	"menu"
"Toggle Task Expanded State"	"&Přepnout stav rozbalení úkolu"	"menu"
"Toggle Task Flag"	"P&řepnout příznak úkolu"	"menu"
"Toggle visibility on clicking the tray icon"	"&Přepnout viditelnost kliknutím na ikonu v oznamovací oblasti"	"checkbox"
"Tomorrow"	"Zí&tra"	"menu"
"Tool '%s' will be run using the following commandline arguments:\n\n%s\n\nDo you want to continue?"	"Nástroj '%s' bude spuštěn s těmito parametry:\n\n%s\n\nChcete pokračovat?"	"text"
"Tool Name"	"Název nástroje"	"sysheader32"
"Tool Version Error"	"Chyba verze nástroje"	"text"
"Toolbar"	"Panel nástrojů"	"menu"
"Tools"	"&Nástroje"	"menu"
"Top"	"Nahoře"	"combobox"
"Top Align"	"Zarovnat nahoru"	"tooltip"
"Top and Bottom Borders"	"Horní a dolní ohraničení"	"tooltip"
"Top Border"	"Horní ohraničení"	"tooltip"
"Top Left"	"Nahoře vlevo"	"menu"
"Top of active tasklist"	"&Začátek aktivního seznamu úkolů"	"radiobutton"
"Top of tasklist"	"Začátek seznamu úkolů"	"combobox"
"Top Right"	"Nahoře vpravo"	"menu"
"Top-level tasks"	"Úkoly nejvyšší úrovně"	"menu"
"Total"	"Celkem"	"text"
"Total Allocated Days"	"Celkem přiřazených dní"	"text"
"Total Work"	"Práce celkem"	"text"
"Trace Dependents"	"Sledovat následníky"	"menu"
"Trace Precedents"	"Sledovat předchůdce"	"menu"
"Track Time"	"Sledovat čas"	"text"
"Track Time Spent"	"Sledovat s&trávený čas"	"menu"
"Tracked"	"Sledováno"	"text"
"Tracking a new task should stop the tracking of tasks in all other open tasklists"	"Sledování nového úkolu zastaví sledování úkolů ve všech ostatních seznamech"	"checkbox"
"Transform Tasklist"	"Transformovat seznam úkolů"	"dialog"
"Transform Tasklist..."	"Transformovat seznam úkolů..."	"menu"
"Transforming tasklist..."	"Transformování seznamu úkolů..."	"text"
"TrayIcon"	"Ikona v oznamovací oblasti"	"menu"
"Treat completed tasks as having the lowest priority/risk"	"Považovat dokončené úkoly za úkoly s nejnižší prioritou/rizikem"	"checkbox"
"Treat due tasks as having the highest priority"	"Považovat úkoly v termínu za úkoly s nejvyšší prioritou"	"checkbox"
"Treat overdue tasks as being due 'Today'"	"Považovat úkoly po termínu za úkoly s termínem 'Dnes'"	"checkbox"
"Treat subtasks of 'Locked' tasks as also being locked"	"Považovat podúkoly 'Uzamčených' úkolů také za uzamčené"	"checkbox"
"Treat tasks whose subtasks are all completed as also being 'completed'"	"Považovat úkoly, které mají všechny podúkoly dokončené, také za 'dokončené'"	"checkbox"
